Time (UTC),prs(m)
10/12/20 18:18,-0.134
10/12/20 18:23,-0.117
10/12/20 18:28,-0.119
10/12/20 18:33,-0.114
10/12/20 18:38,-0.107
10/12/20 18:43,-0.113
10/12/20 18:48,-0.113
10/12/20 18:53,-0.115
10/12/20 18:58,-0.119
10/12/20 19:03,-0.115
10/12/20 19:08,-0.134
10/12/20 19:13,-0.144
10/12/20 19:18,-0.147
10/12/20 19:23,-0.162
10/12/20 19:28,-0.185
10/12/20 19:33,-0.203
10/12/20 19:38,-0.212
10/12/20 19:43,-0.229
10/12/20 19:48,-0.243
10/12/20 19:53,-0.286
10/12/20 19:58,-0.3
10/12/20 20:03,-0.318
10/12/20 20:08,-0.35
10/12/20 20:13,-0.381
10/12/20 20:18,-0.397
10/12/20 20:23,-0.439
10/12/20 20:28,-0.469
10/12/20 20:33,-0.507
10/12/20 20:38,-0.546
10/12/20 20:43,-0.558
10/12/20 20:48,-0.608
10/12/20 20:53,-0.65
10/12/20 20:58,-0.683
10/12/20 21:03,-0.728
10/12/20 21:08,-0.769
10/12/20 21:13,-0.813
10/12/20 21:18,-0.854
10/12/20 21:23,-0.89
10/12/20 21:28,-0.932
10/12/20 21:33,-0.984
10/12/20 21:38,-1.033
10/12/20 21:43,-1.072
10/12/20 21:48,-1.113
10/12/20 21:53,-1.163
10/12/20 21:58,-1.212
10/12/20 22:03,-1.255
10/12/20 22:08,-1.301
10/12/20 22:13,-1.346
10/12/20 22:18,-1.391
10/12/20 22:23,-1.429
10/12/20 22:28,-1.481
10/12/20 22:33,-1.527
10/12/20 22:38,-1.571
10/12/20 22:43,-1.614
10/12/20 22:48,-1.662
10/12/20 22:53,-1.704
10/12/20 22:58,-1.743
10/12/20 23:03,-1.776
10/12/20 23:08,-1.818
10/12/20 23:13,-1.861
10/12/20 23:18,-1.898
10/12/20 23:23,-1.939
10/12/20 23:28,-1.98
10/12/20 23:33,-2.011
10/12/20 23:38,-2.046
10/12/20 23:43,-2.073
10/12/20 23:48,-2.101
10/12/20 23:53,-2.136
10/12/20 23:58,-2.162
10/13/20 0:03,-2.191
10/13/20 0:08,-2.22
10/13/20 0:13,-2.243
10/13/20 0:18,-2.254
10/13/20 0:23,-2.288
10/13/20 0:28,-2.296
10/13/20 0:33,-2.317
10/13/20 0:38,-2.336
10/13/20 0:43,-2.336
10/13/20 0:48,-2.351
10/13/20 0:53,-2.363
10/13/20 0:58,-2.37
10/13/20 1:03,-2.368
10/13/20 1:08,-2.387
10/13/20 1:13,-2.391
10/13/20 1:18,-2.37
10/13/20 1:23,-2.383
10/13/20 1:28,-2.368
10/13/20 1:33,-2.359
10/13/20 1:38,-2.362
10/13/20 1:43,-2.343
10/13/20 1:48,-2.345
10/13/20 1:53,-2.323
10/13/20 1:58,-2.304
10/13/20 2:03,-2.294
10/13/20 2:08,-2.272
10/13/20 2:13,-2.257
10/13/20 2:18,-2.226
10/13/20 2:23,-2.206
10/13/20 2:28,-2.182
10/13/20 2:33,-2.163
10/13/20 2:38,-2.133
10/13/20 2:43,-2.102
10/13/20 2:48,-2.074
10/13/20 2:53,-2.034
10/13/20 2:58,-2
10/13/20 3:03,-1.967
10/13/20 3:08,-1.927
10/13/20 3:13,-1.899
10/13/20 3:18,-1.862
10/13/20 3:23,-1.831
10/13/20 3:28,-1.79
10/13/20 3:33,-1.75
10/13/20 3:38,-1.705
10/13/20 3:43,-1.666
10/13/20 3:48,-1.626
10/13/20 3:53,-1.587
10/13/20 3:58,-1.541
10/13/20 4:03,-1.495
10/13/20 4:08,-1.457
10/13/20 4:13,-1.408
10/13/20 4:18,-1.368
10/13/20 4:23,-1.327
10/13/20 4:28,-1.279
10/13/20 4:33,-1.245
10/13/20 4:38,-1.199
10/13/20 4:43,-1.158
10/13/20 4:48,-1.122
10/13/20 4:53,-1.078
10/13/20 4:58,-1.04
10/13/20 5:03,-0.998
10/13/20 5:08,-0.953
10/13/20 5:13,-0.919
10/13/20 5:18,-0.877
10/13/20 5:23,-0.842
10/13/20 5:28,-0.813
10/13/20 5:33,-0.777
10/13/20 5:38,-0.744
10/13/20 5:43,-0.708
10/13/20 5:48,-0.681
10/13/20 5:53,-0.65
10/13/20 5:58,-0.62
10/13/20 6:03,-0.597
10/13/20 6:08,-0.568
10/13/20 6:13,-0.544
10/13/20 6:18,-0.516
10/13/20 6:23,-0.498
10/13/20 6:28,-0.476
10/13/20 6:33,-0.454
10/13/20 6:38,-0.44
10/13/20 6:43,-0.415
10/13/20 6:48,-0.396
10/13/20 6:53,-0.391
10/13/20 6:58,-0.371
10/13/20 7:03,-0.372
10/13/20 7:08,-0.362
10/13/20 7:13,-0.346
10/13/20 7:18,-0.345
10/13/20 7:23,-0.339
10/13/20 7:28,-0.337
10/13/20 7:33,-0.345
10/13/20 7:38,-0.346
10/13/20 7:43,-0.352
10/13/20 7:48,-0.354
10/13/20 7:53,-0.363
10/13/20 7:58,-0.375
10/13/20 8:03,-0.386
10/13/20 8:08,-0.401
10/13/20 8:13,-0.415
10/13/20 8:18,-0.433
10/13/20 8:23,-0.45
10/13/20 8:28,-0.469
10/13/20 8:33,-0.491
10/13/20 8:38,-0.517
10/13/20 8:43,-0.546
10/13/20 8:48,-0.573
10/13/20 8:53,-0.595
10/13/20 8:58,-0.628
10/13/20 9:03,-0.659
10/13/20 9:08,-0.691
10/13/20 9:13,-0.729
10/13/20 9:18,-0.76
10/13/20 9:23,-0.801
10/13/20 9:28,-0.837
10/13/20 9:33,-0.872
10/13/20 9:38,-0.916
10/13/20 9:43,-0.958
10/13/20 9:48,-0.999
10/13/20 9:53,-1.043
10/13/20 9:58,-1.079
10/13/20 10:03,-1.125
10/13/20 10:08,-1.16
10/13/20 10:13,-1.212
10/13/20 10:18,-1.259
10/13/20 10:23,-1.298
10/13/20 10:28,-1.354
10/13/20 10:33,-1.392
10/13/20 10:38,-1.434
10/13/20 10:43,-1.478
10/13/20 10:48,-1.52
10/13/20 10:53,-1.564
10/13/20 10:58,-1.614
10/13/20 11:03,-1.655
10/13/20 11:08,-1.699
10/13/20 11:13,-1.746
10/13/20 11:18,-1.779
10/13/20 11:23,-1.825
10/13/20 11:28,-1.863
10/13/20 11:33,-1.899
10/13/20 11:38,-1.937
10/13/20 11:43,-1.972
10/13/20 11:48,-2.01
10/13/20 11:53,-2.045
10/13/20 11:58,-2.076
10/13/20 12:03,-2.113
10/13/20 12:08,-2.143
10/13/20 12:13,-2.17
10/13/20 12:18,-2.196
10/13/20 12:23,-2.216
10/13/20 12:28,-2.243
10/13/20 12:33,-2.263
10/13/20 12:38,-2.282
10/13/20 12:43,-2.304
10/13/20 12:48,-2.321
10/13/20 12:53,-2.325
10/13/20 12:58,-2.341
10/13/20 13:03,-2.347
10/13/20 13:08,-2.354
10/13/20 13:13,-2.356
10/13/20 13:18,-2.36
10/13/20 13:23,-2.353
10/13/20 13:28,-2.357
10/13/20 13:33,-2.359
10/13/20 13:38,-2.345
10/13/20 13:43,-2.343
10/13/20 13:48,-2.327
10/13/20 13:53,-2.321
10/13/20 13:58,-2.308
10/13/20 14:03,-2.287
10/13/20 14:08,-2.272
10/13/20 14:13,-2.252
10/13/20 14:18,-2.231
10/13/20 14:23,-2.21
10/13/20 14:28,-2.18
10/13/20 14:33,-2.149
10/13/20 14:38,-2.12
10/13/20 14:43,-2.092
10/13/20 14:48,-2.058
10/13/20 14:53,-2.027
10/13/20 14:58,-1.991
10/13/20 15:03,-1.956
10/13/20 15:08,-1.918
10/13/20 15:13,-1.874
10/13/20 15:18,-1.835
10/13/20 15:23,-1.796
10/13/20 15:28,-1.744
10/13/20 15:33,-1.7
10/13/20 15:38,-1.654
10/13/20 15:43,-1.607
10/13/20 15:48,-1.559
10/13/20 15:53,-1.515
10/13/20 15:58,-1.461
10/13/20 16:03,-1.407
10/13/20 16:08,-1.357
10/13/20 16:13,-1.309
10/13/20 16:18,-1.251
10/13/20 16:23,-1.203
10/13/20 16:28,-1.144
10/13/20 16:33,-1.094
10/13/20 16:38,-1.049
10/13/20 16:43,-0.987
10/13/20 16:48,-0.939
10/13/20 16:53,-0.888
10/13/20 16:58,-0.834
10/13/20 17:03,-0.783
10/13/20 17:08,-0.735
10/13/20 17:13,-0.692
10/13/20 17:18,-0.642
10/13/20 17:23,-0.592
10/13/20 17:28,-0.546
10/13/20 17:33,-0.498
10/13/20 17:38,-0.455
10/13/20 17:43,-0.403
10/13/20 17:48,-0.363
10/13/20 17:53,-0.325
10/13/20 17:58,-0.278
10/13/20 18:03,-0.241
10/13/20 18:08,-0.203
10/13/20 18:13,-0.168
10/13/20 18:18,-0.132
10/13/20 18:23,-0.092
10/13/20 18:28,-0.064
10/13/20 18:33,-0.04
10/13/20 18:38,-0.009
10/13/20 18:43,0.022
10/13/20 18:48,0.045
10/13/20 18:53,0.067
10/13/20 18:58,0.087
10/13/20 19:03,0.106
10/13/20 19:08,0.126
10/13/20 19:13,0.137
10/13/20 19:18,0.152
10/13/20 19:23,0.16
10/13/20 19:28,0.163
10/13/20 19:33,0.171
10/13/20 19:38,0.177
10/13/20 19:43,0.175
10/13/20 19:48,0.175
10/13/20 19:53,0.171
10/13/20 19:58,0.161
10/13/20 20:03,0.154
10/13/20 20:08,0.134
10/13/20 20:13,0.128
10/13/20 20:18,0.111
10/13/20 20:23,0.086
10/13/20 20:28,0.063
10/13/20 20:33,0.044
10/13/20 20:38,0.017
10/13/20 20:43,-0.011
10/13/20 20:48,-0.038
10/13/20 20:53,-0.074
10/13/20 20:58,-0.104
10/13/20 21:03,-0.142
10/13/20 21:08,-0.176
10/13/20 21:13,-0.217
10/13/20 21:18,-0.258
10/13/20 21:23,-0.306
10/13/20 21:28,-0.347
10/13/20 21:33,-0.393
10/13/20 21:38,-0.448
10/13/20 21:43,-0.5
10/13/20 21:48,-0.551
10/13/20 21:53,-0.602
10/13/20 21:58,-0.656
10/13/20 22:03,-0.713
10/13/20 22:08,-0.765
10/13/20 22:13,-0.825
10/13/20 22:18,-0.881
10/13/20 22:23,-0.941
10/13/20 22:28,-1
10/13/20 22:33,-1.053
10/13/20 22:38,-1.116
10/13/20 22:43,-1.176
10/13/20 22:48,-1.234
10/13/20 22:53,-1.298
10/13/20 22:58,-1.358
10/13/20 23:03,-1.412
10/13/20 23:08,-1.477
10/13/20 23:13,-1.53
10/13/20 23:18,-1.589
10/13/20 23:23,-1.653
10/13/20 23:28,-1.708
10/13/20 23:33,-1.766
10/13/20 23:38,-1.819
10/13/20 23:43,-1.879
10/13/20 23:48,-1.931
10/13/20 23:53,-1.991
10/13/20 23:58,-2.046
10/14/20 0:03,-2.093
10/14/20 0:08,-2.147
10/14/20 0:13,-2.193
10/14/20 0:18,-2.239
10/14/20 0:23,-2.285
10/14/20 0:28,-2.328
10/14/20 0:33,-2.376
10/14/20 0:38,-2.417
10/14/20 0:43,-2.454
10/14/20 0:48,-2.491
10/14/20 0:53,-2.524
10/14/20 0:58,-2.564
10/14/20 1:03,-2.589
10/14/20 1:08,-2.624
10/14/20 1:13,-2.657
10/14/20 1:18,-2.671
10/14/20 1:23,-2.695
10/14/20 1:28,-2.716
10/14/20 1:33,-2.732
10/14/20 1:38,-2.745
10/14/20 1:43,-2.758
10/14/20 1:48,-2.762
10/14/20 1:53,-2.77
10/14/20 1:58,-2.771
10/14/20 2:03,-2.772
10/14/20 2:08,-2.776
10/14/20 2:13,-2.773
10/14/20 2:18,-2.769
10/14/20 2:23,-2.757
10/14/20 2:28,-2.75
10/14/20 2:33,-2.739
10/14/20 2:38,-2.724
10/14/20 2:43,-2.707
10/14/20 2:48,-2.687
10/14/20 2:53,-2.663
10/14/20 2:58,-2.642
10/14/20 3:03,-2.617
10/14/20 3:08,-2.587
10/14/20 3:13,-2.559
10/14/20 3:18,-2.527
10/14/20 3:23,-2.493
10/14/20 3:28,-2.455
10/14/20 3:33,-2.413
10/14/20 3:38,-2.371
10/14/20 3:43,-2.326
10/14/20 3:48,-2.284
10/14/20 3:53,-2.235
10/14/20 3:58,-2.19
10/14/20 4:03,-2.145
10/14/20 4:08,-2.088
10/14/20 4:13,-2.039
10/14/20 4:18,-1.986
10/14/20 4:23,-1.929
10/14/20 4:28,-1.88
10/14/20 4:33,-1.825
10/14/20 4:38,-1.767
10/14/20 4:43,-1.711
10/14/20 4:48,-1.652
10/14/20 4:53,-1.594
10/14/20 4:58,-1.533
10/14/20 5:03,-1.476
10/14/20 5:08,-1.416
10/14/20 5:13,-1.354
10/14/20 5:18,-1.297
10/14/20 5:23,-1.237
10/14/20 5:28,-1.181
10/14/20 5:33,-1.127
10/14/20 5:38,-1.067
10/14/20 5:43,-1.018
10/14/20 5:48,-0.962
10/14/20 5:53,-0.901
10/14/20 5:58,-0.853
10/14/20 6:03,-0.802
10/14/20 6:08,-0.751
10/14/20 6:13,-0.703
10/14/20 6:18,-0.654
10/14/20 6:23,-0.608
10/14/20 6:28,-0.566
10/14/20 6:33,-0.515
10/14/20 6:38,-0.472
10/14/20 6:43,-0.439
10/14/20 6:48,-0.39
10/14/20 6:53,-0.353
10/14/20 6:58,-0.319
10/14/20 7:03,-0.28
10/14/20 7:08,-0.254
10/14/20 7:13,-0.225
10/14/20 7:18,-0.195
10/14/20 7:23,-0.174
10/14/20 7:28,-0.149
10/14/20 7:33,-0.131
10/14/20 7:38,-0.115
10/14/20 7:43,-0.1
10/14/20 7:48,-0.086
10/14/20 7:53,-0.078
10/14/20 7:58,-0.072
10/14/20 8:03,-0.064
10/14/20 8:08,-0.06
10/14/20 8:13,-0.06
10/14/20 8:18,-0.063
10/14/20 8:23,-0.072
10/14/20 8:28,-0.075
10/14/20 8:33,-0.083
10/14/20 8:38,-0.101
10/14/20 8:43,-0.111
10/14/20 8:48,-0.131
10/14/20 8:53,-0.155
10/14/20 8:58,-0.178
10/14/20 9:03,-0.204
10/14/20 9:08,-0.23
10/14/20 9:13,-0.253
10/14/20 9:18,-0.29
10/14/20 9:23,-0.322
10/14/20 9:28,-0.352
10/14/20 9:33,-0.391
10/14/20 9:38,-0.433
10/14/20 9:43,-0.473
10/14/20 9:48,-0.514
10/14/20 9:53,-0.56
10/14/20 9:58,-0.609
10/14/20 10:08,-0.706
10/14/20 10:13,-0.754
10/14/20 10:18,-0.814
10/14/20 10:23,-0.867
10/14/20 10:28,-0.923
10/14/20 10:33,-0.98
10/14/20 10:38,-1.037
10/14/20 10:43,-1.095
10/14/20 10:48,-1.156
10/14/20 10:53,-1.215
10/14/20 10:58,-1.272
10/14/20 11:03,-1.338
10/14/20 11:08,-1.399
10/14/20 11:13,-1.458
10/14/20 11:18,-1.517
10/14/20 11:23,-1.575
10/14/20 11:28,-1.635
10/14/20 11:33,-1.694
10/14/20 11:38,-1.753
10/14/20 11:43,-1.814
10/14/20 11:48,-1.875
10/14/20 11:53,-1.933
10/14/20 11:58,-1.988
10/14/20 12:03,-2.047
10/14/20 12:08,-2.1
10/14/20 12:13,-2.153
10/14/20 12:18,-2.208
10/14/20 12:23,-2.259
10/14/20 12:28,-2.311
10/14/20 12:33,-2.365
10/14/20 12:38,-2.408
10/14/20 12:43,-2.456
10/14/20 12:48,-2.501
10/14/20 12:53,-2.546
10/14/20 12:58,-2.587
10/14/20 13:03,-2.623
10/14/20 13:08,-2.661
10/14/20 13:13,-2.695
10/14/20 13:18,-2.723
10/14/20 13:23,-2.758
10/14/20 13:28,-2.784
10/14/20 13:33,-2.811
10/14/20 13:38,-2.837
10/14/20 13:43,-2.86
10/14/20 13:48,-2.869
10/14/20 13:53,-2.885
10/14/20 13:58,-2.903
10/14/20 14:03,-2.908
10/14/20 14:08,-2.918
10/14/20 14:13,-2.921
10/14/20 14:18,-2.919
10/14/20 14:23,-2.92
10/14/20 14:28,-2.913
10/14/20 14:33,-2.896
10/14/20 14:38,-2.894
10/14/20 14:43,-2.877
10/14/20 14:48,-2.853
10/14/20 14:53,-2.842
10/14/20 14:58,-2.817
10/14/20 15:03,-2.796
10/14/20 15:08,-2.768
10/14/20 15:13,-2.741
10/14/20 15:18,-2.711
10/14/20 15:23,-2.677
10/14/20 15:28,-2.641
10/14/20 15:33,-2.602
10/14/20 15:38,-2.568
10/14/20 15:43,-2.519
10/14/20 15:48,-2.476
10/14/20 15:53,-2.428
10/14/20 15:58,-2.381
10/14/20 16:03,-2.328
10/14/20 16:08,-2.27
10/14/20 16:13,-2.216
10/14/20 16:18,-2.161
10/14/20 16:23,-2.105
10/14/20 16:28,-2.042
10/14/20 16:33,-1.984
10/14/20 16:38,-1.918
10/14/20 16:43,-1.854
10/14/20 16:48,-1.792
10/14/20 16:53,-1.723
10/14/20 16:58,-1.657
10/14/20 17:03,-1.593
10/14/20 17:08,-1.518
10/14/20 17:13,-1.45
10/14/20 17:18,-1.389
10/14/20 17:23,-1.313
10/14/20 17:28,-1.249
10/14/20 17:33,-1.178
10/14/20 17:38,-1.104
10/14/20 17:43,-1.044
10/14/20 17:48,-0.975
10/14/20 17:53,-0.909
10/14/20 17:58,-0.843
10/14/20 18:03,-0.78
10/14/20 18:08,-0.715
10/14/20 18:13,-0.657
10/14/20 18:18,-0.592
10/14/20 18:23,-0.54
10/14/20 18:28,-0.477
10/14/20 18:33,-0.42
10/14/20 18:38,-0.375
10/14/20 18:43,-0.321
10/14/20 18:48,-0.269
10/14/20 18:53,-0.216
10/14/20 18:58,-0.164
10/14/20 19:03,-0.125
10/14/20 19:08,-0.085
10/14/20 19:13,-0.033
10/14/20 19:18,0.002
10/14/20 19:23,0.037
10/14/20 19:28,0.073
10/14/20 19:33,0.112
10/14/20 19:38,0.139
10/14/20 19:43,0.162
10/14/20 19:48,0.188
10/14/20 19:53,0.208
10/14/20 19:58,0.23
10/14/20 20:03,0.239
10/14/20 20:08,0.259
10/14/20 20:13,0.269
10/14/20 20:18,0.273
10/14/20 20:23,0.279
10/14/20 20:28,0.282
10/14/20 20:33,0.28
10/14/20 20:38,0.278
10/14/20 20:43,0.264
10/14/20 20:48,0.254
10/14/20 20:53,0.243
10/14/20 20:58,0.225
10/14/20 21:03,0.197
10/14/20 21:08,0.176
10/14/20 21:13,0.15
10/14/20 21:18,0.125
10/14/20 21:23,0.097
10/14/20 21:28,0.055
10/14/20 21:33,0.018
10/14/20 21:38,-0.021
10/14/20 21:43,-0.054
10/14/20 21:48,-0.102
10/14/20 21:53,-0.147
10/14/20 21:58,-0.194
10/14/20 22:03,-0.243
10/14/20 22:08,-0.298
10/14/20 22:13,-0.352
10/14/20 22:18,-0.412
10/14/20 22:23,-0.473
10/14/20 22:28,-0.533
10/14/20 22:33,-0.592
10/14/20 22:38,-0.656
10/14/20 22:43,-0.721
10/14/20 22:48,-0.788
10/14/20 22:53,-0.86
10/14/20 22:58,-0.927
10/14/20 23:03,-0.998
10/14/20 23:08,-1.072
10/14/20 23:13,-1.136
10/14/20 23:18,-1.215
10/14/20 23:23,-1.292
10/14/20 23:28,-1.361
10/14/20 23:33,-1.432
10/14/20 23:38,-1.514
10/14/20 23:43,-1.58
10/14/20 23:48,-1.661
10/14/20 23:53,-1.741
10/14/20 23:58,-1.81
10/15/20 0:03,-1.895
10/15/20 0:08,-1.954
10/15/20 0:13,-2.022
10/15/20 0:18,-2.098
10/15/20 0:23,-2.162
10/15/20 0:28,-2.236
10/15/20 0:33,-2.304
10/15/20 0:38,-2.371
10/15/20 0:43,-2.439
10/15/20 0:48,-2.503
10/15/20 0:53,-2.564
10/15/20 0:58,-2.619
10/15/20 1:03,-2.685
10/15/20 1:08,-2.735
10/15/20 1:13,-2.795
10/15/20 1:18,-2.848
10/15/20 1:23,-2.895
10/15/20 1:28,-2.95
10/15/20 1:33,-2.988
10/15/20 1:38,-3.015
10/15/20 1:43,-3.06
10/15/20 1:48,-3.095
10/15/20 1:53,-3.127
10/15/20 1:58,-3.165
10/15/20 2:03,-3.199
10/15/20 2:08,-3.22
10/15/20 2:13,-3.237
10/15/20 2:18,-3.254
10/15/20 2:23,-3.273
10/15/20 2:28,-3.289
10/15/20 2:33,-3.291
10/15/20 2:38,-3.294
10/15/20 2:43,-3.293
10/15/20 2:48,-3.29
10/15/20 2:53,-3.293
10/15/20 2:58,-3.284
10/15/20 3:03,-3.266
10/15/20 3:08,-3.254
10/15/20 3:13,-3.238
10/15/20 3:18,-3.215
10/15/20 3:23,-3.193
10/15/20 3:28,-3.172
10/15/20 3:33,-3.147
10/15/20 3:38,-3.114
10/15/20 3:43,-3.076
10/15/20 3:48,-3.028
10/15/20 3:53,-2.997
10/15/20 3:58,-2.958
10/15/20 4:03,-2.906
10/15/20 4:08,-2.865
10/15/20 4:13,-2.802
10/15/20 4:18,-2.763
10/15/20 4:23,-2.708
10/15/20 4:28,-2.653
10/15/20 4:33,-2.601
10/15/20 4:38,-2.526
10/15/20 4:43,-2.469
10/15/20 4:48,-2.416
10/15/20 4:53,-2.343
10/15/20 4:58,-2.279
10/15/20 5:03,-2.221
10/15/20 5:08,-2.143
10/15/20 5:13,-2.068
10/15/20 5:18,-1.998
10/15/20 5:23,-1.927
10/15/20 5:28,-1.851
10/15/20 5:33,-1.782
10/15/20 5:38,-1.702
10/15/20 5:43,-1.629
10/15/20 5:48,-1.558
10/15/20 5:53,-1.465
10/15/20 5:58,-1.39
10/15/20 6:03,-1.326
10/15/20 6:08,-1.246
10/15/20 6:13,-1.167
10/15/20 6:18,-1.098
10/15/20 6:23,-1.016
10/15/20 6:28,-0.944
10/15/20 6:33,-0.874
10/15/20 6:38,-0.804
10/15/20 6:43,-0.736
10/15/20 6:48,-0.667
10/15/20 6:53,-0.594
10/15/20 6:58,-0.532
10/15/20 7:03,-0.483
10/15/20 7:08,-0.416
10/15/20 7:13,-0.36
10/15/20 7:18,-0.297
10/15/20 7:23,-0.245
10/15/20 7:28,-0.201
10/15/20 7:33,-0.139
10/15/20 7:38,-0.093
10/15/20 7:43,-0.061
10/15/20 7:48,-0.014
10/15/20 7:53,0.032
10/15/20 7:58,0.053
10/15/20 8:03,0.093
10/15/20 8:08,0.129
10/15/20 8:13,0.146
10/15/20 8:18,0.182
10/15/20 8:23,0.199
10/15/20 8:28,0.219
10/15/20 8:33,0.232
10/15/20 8:38,0.243
10/15/20 8:43,0.265
10/15/20 8:48,0.272
10/15/20 8:53,0.28
10/15/20 8:58,0.27
10/15/20 9:03,0.281
10/15/20 9:08,0.28
10/15/20 9:13,0.259
10/15/20 9:18,0.253
10/15/20 9:23,0.239
10/15/20 9:28,0.205
10/15/20 9:33,0.195
10/15/20 9:38,0.155
10/15/20 9:43,0.141
10/15/20 9:48,0.117
10/15/20 9:53,0.064
10/15/20 9:58,0.035
10/15/20 10:03,-0.004
10/15/20 10:08,-0.052
10/15/20 10:13,-0.095
10/15/20 10:18,-0.142
10/15/20 10:23,-0.196
10/15/20 10:28,-0.252
10/15/20 10:33,-0.301
10/15/20 10:38,-0.365
10/15/20 10:43,-0.428
10/15/20 10:48,-0.482
10/15/20 10:53,-0.554
10/15/20 10:58,-0.61
10/15/20 11:03,-0.678
10/15/20 11:08,-0.756
10/15/20 11:13,-0.812
10/15/20 11:18,-0.889
10/15/20 11:23,-0.96
10/15/20 11:28,-1.023
10/15/20 11:33,-1.092
10/15/20 11:38,-1.163
10/15/20 11:43,-1.24
10/15/20 11:48,-1.324
10/15/20 11:53,-1.399
10/15/20 11:58,-1.472
10/15/20 12:03,-1.555
10/15/20 12:08,-1.628
10/15/20 12:13,-1.698
10/15/20 12:18,-1.772
10/15/20 12:23,-1.851
10/15/20 12:28,-1.926
10/15/20 12:33,-1.996
10/15/20 12:38,-2.07
10/15/20 12:43,-2.14
10/15/20 12:48,-2.221
10/15/20 12:53,-2.292
10/15/20 12:58,-2.354
10/15/20 13:03,-2.423
10/15/20 13:08,-2.487
10/15/20 13:13,-2.545
10/15/20 13:18,-2.604
10/15/20 13:23,-2.663
10/15/20 13:28,-2.732
10/15/20 13:33,-2.787
10/15/20 13:38,-2.839
10/15/20 13:43,-2.894
10/15/20 13:48,-2.932
10/15/20 13:53,-2.979
10/15/20 13:58,-3.019
10/15/20 14:03,-3.056
10/15/20 14:08,-3.103
10/15/20 14:13,-3.132
10/15/20 14:18,-3.158
10/15/20 14:23,-3.184
10/15/20 14:28,-3.211
10/15/20 14:33,-3.225
10/15/20 14:38,-3.245
10/15/20 14:43,-3.262
10/15/20 14:48,-3.252
10/15/20 14:53,-3.263
10/15/20 14:58,-3.286
10/15/20 15:03,-3.28
10/15/20 15:08,-3.28
10/15/20 15:13,-3.274
10/15/20 15:18,-3.255
10/15/20 15:23,-3.246
10/15/20 15:28,-3.217
10/15/20 15:33,-3.193
10/15/20 15:38,-3.179
10/15/20 15:43,-3.149
10/15/20 15:48,-3.12
10/15/20 15:53,-3.096
10/15/20 15:58,-3.059
10/15/20 16:03,-3.022
10/15/20 16:08,-2.967
10/15/20 16:13,-2.92
10/15/20 16:18,-2.882
10/15/20 16:23,-2.831
10/15/20 16:28,-2.785
10/15/20 16:33,-2.714
10/15/20 16:38,-2.659
10/15/20 16:43,-2.6
10/15/20 16:48,-2.533
10/15/20 16:53,-2.466
10/15/20 16:58,-2.405
10/15/20 17:03,-2.333
10/15/20 17:08,-2.261
10/15/20 17:13,-2.193
10/15/20 17:18,-2.123
10/15/20 17:23,-2.042
10/15/20 17:28,-1.966
10/15/20 17:33,-1.884
10/15/20 17:38,-1.804
10/15/20 17:43,-1.727
10/15/20 17:48,-1.635
10/15/20 17:53,-1.553
10/15/20 17:58,-1.477
10/15/20 18:03,-1.401
10/15/20 18:08,-1.312
10/15/20 18:13,-1.228
10/15/20 18:18,-1.153
10/15/20 18:23,-1.062
10/15/20 18:28,-0.983
10/15/20 18:33,-0.904
10/15/20 18:38,-0.819
10/15/20 18:43,-0.739
10/15/20 18:48,-0.656
10/15/20 18:53,-0.592
10/15/20 18:58,-0.504
10/15/20 19:03,-0.438
10/15/20 19:08,-0.364
10/15/20 19:13,-0.286
10/15/20 19:18,-0.222
10/15/20 19:23,-0.159
10/15/20 19:28,-0.087
10/15/20 19:33,-0.031
10/15/20 19:38,0.019
10/15/20 19:43,0.074
10/15/20 19:48,0.131
10/15/20 19:53,0.181
10/15/20 19:58,0.241
10/15/20 20:03,0.277
10/15/20 20:08,0.32
10/15/20 20:13,0.355
10/15/20 20:18,0.385
10/15/20 20:23,0.431
10/15/20 20:28,0.467
10/15/20 20:33,0.48
10/15/20 20:38,0.512
10/15/20 20:43,0.524
10/15/20 20:48,0.536
10/15/20 20:53,0.556
10/15/20 20:58,0.569
10/15/20 21:03,0.567
10/15/20 21:08,0.586
10/15/20 21:13,0.585
10/15/20 21:18,0.576
10/15/20 21:23,0.577
10/15/20 21:28,0.555
10/15/20 21:33,0.547
10/15/20 21:38,0.533
10/15/20 21:43,0.506
10/15/20 21:48,0.488
10/15/20 21:53,0.45
10/15/20 21:58,0.421
10/15/20 22:03,0.385
10/15/20 22:08,0.349
10/15/20 22:13,0.311
10/15/20 22:18,0.267
10/15/20 22:23,0.212
10/15/20 22:28,0.173
10/15/20 22:33,0.111
10/15/20 22:38,0.047
10/15/20 22:43,0.004
10/15/20 22:48,-0.064
10/15/20 22:53,-0.134
10/15/20 22:58,-0.196
10/15/20 23:03,-0.274
10/15/20 23:08,-0.34
10/15/20 23:13,-0.4
10/15/20 23:18,-0.483
10/15/20 23:23,-0.564
10/15/20 23:28,-0.643
10/15/20 23:33,-0.73
10/15/20 23:38,-0.81
10/15/20 23:43,-0.89
10/15/20 23:48,-0.978
10/15/20 23:53,-1.069
10/15/20 23:58,-1.133
10/16/20 0:03,-1.241
10/16/20 0:08,-1.313
10/16/20 0:13,-1.397
10/16/20 0:18,-1.497
10/16/20 0:23,-1.574
10/16/20 0:28,-1.659
10/16/20 0:33,-1.747
10/16/20 0:38,-1.832
